0,-1.373787,,
2.44E-04,-1.402382,, 
4.88E-04,-1.397617,,
7.32E-04,-1.360085,,
9.77E-04,-1.290383,,
1.22E-03,-1.190595,,
1.46E-03,-1.063106,,
1.71E-03,-0.9097018,,
1.95E-03,-0.7351487,,
2.20E-03,-0.5436168,,
2.44E-03,-0.3389786,,
2.69E-03,-0.1265957,,
2.93E-03,8.88E-02,,
3.17E-03,0.3020425,,
3.42E-03,0.5087658,,
3.66E-03,0.7032763,,
3.91E-03,0.8817018,,
4.15E-03,1.038978,,
4.39E-03,1.171829,,
4.64E-03,1.277574,,
4.88E-03,1.353234,,
5.13E-03,1.397021,,
5.37E-03,1.408638,,
5.62E-03,1.386297,,
5.86E-03,1.332382,,
6.10E-03,1.246893,,
6.35E-03,1.132212,,
6.59E-03,0.9907231,,
6.84E-03,0.8262976,,
7.08E-03,0.6419147,,
7.32E-03,0.4426381,,
7.57E-03,0.2338297,,
7.81E-03,1.94E-02,,
8.06E-03,-0.1957021,,
8.30E-03,-0.4062977,,
8.54E-03,-0.6070636,,
8.79E-03,-0.7938295,,
9.03E-03,-0.9615316,,
9.28E-03,-1.106595,,
9.52E-03,-1.22634,,
9.77E-03,-1.316297,,
1.00E-02,-1.375574,,
1.03E-02,-1.402978,,
1.05E-02,-1.396723,,
1.07E-02,-1.358,,
1.10E-02,-1.287106,,
1.12E-02,-1.185829,,
1.15E-02,-1.057149,,
1.17E-02,-0.9034465,,
1.20E-02,-0.7282976,,
1.22E-02,-0.5358722,,
1.25E-02,-0.330936,,
1.27E-02,-0.1182553,,
1.29E-02,9.74E-02,,
1.32E-02,0.3109786,,
1.34E-02,0.5168083,,
1.37E-02,0.7107232,,
1.39E-02,0.8879572,,
1.42E-02,1.044936,,
1.44E-02,1.176595,,
1.46E-02,1.281148,,
1.49E-02,1.355914,,
1.51E-02,1.39851,,
1.54E-02,1.408042,,
1.56E-02,1.385106,,
1.59E-02,1.329702,,
1.61E-02,1.242723,,
1.64E-02,1.126553,,
1.66E-02,0.9841698,,
1.68E-02,0.8188508,,
1.71E-02,0.6347657,,
1.73E-02,0.4351913,,
1.76E-02,0.2251914,,
1.78E-02,1.07E-02,,
1.81E-02,-0.2043404,,
1.83E-02,-0.4143403,,
1.86E-02,-0.6151062,,
1.88E-02,-0.8012763,,
1.90E-02,-0.9677869,,
1.93E-02,-1.112553,,
1.95E-02,-1.230212,,
1.98E-02,-1.319574,,
2.00E-02,-1.377659,,
2.03E-02,-1.402978,,
2.05E-02,-1.395829,,
2.08E-02,-1.355914,,
