0,0.1629361,,
2.44E-04,-0.4998296,,
4.88E-04,-3.28E-03,,
7.32E-04,0.2466382,,
9.77E-04,-1.68417,,
1.22E-03,-0.1495319,,
1.46E-03,1.203404,,
1.71E-03,-0.5778722,,
1.95E-03,-0.3547658,,
2.20E-03,-1.380936,,
2.44E-03,-1.444382,,
2.69E-03,5.69E-02,,
2.93E-03,-0.5319998,,
3.17E-03,0.3973615,,
3.42E-03,1.364553,,
3.66E-03,0.7449784,,
3.91E-03,0.4036169,,
4.15E-03,-1.065191,,
4.39E-03,-1.124468,,
4.64E-03,-8.70E-02,,
4.88E-03,0.4968509,,
5.13E-03,0.4268509,,
5.37E-03,4.50E-02,,
5.62E-03,-0.3163403,,
5.86E-03,-0.5457019,,
6.10E-03,2.068425,,
6.35E-03,1.339531,,
6.59E-03,-0.5900849,,
6.84E-03,0.6955317,,
7.08E-03,0.3809786,,
7.32E-03,-0.464085,,
7.57E-03,-0.8611487,,
7.81E-03,0.5993189,,
8.06E-03,-0.3812765,,
8.30E-03,-0.9347231,,
8.54E-03,1.210851,,
8.79E-03,0.1227234,,
9.03E-03,-0.9400848,,
9.28E-03,0.1155744,,
9.52E-03,0.414936,,
9.77E-03,-0.4384679,,
1.00E-02,-0.3407658,,
1.03E-02,0.4578296,,
1.05E-02,1.131319,,
1.07E-02,-0.4307232,,
1.10E-02,-1.504255,,
1.12E-02,0.5322977,,
1.15E-02,0.776255,,
1.17E-02,-0.3476169,,
1.20E-02,-0.1358297,,
1.22E-02,0.890638,,
1.25E-02,0.354468,,
1.27E-02,-8.67E-02,,
1.29E-02,0.8474465,,
1.32E-02,1.661829,,
1.34E-02,0.6803402,,
1.37E-02,-0.9844677,,
1.39E-02,-3.72E-02,,
1.42E-02,0.6862976,,
1.44E-02,-0.5582126,,
1.46E-02,-0.7607657,,
1.49E-02,-0.1572765,,
1.51E-02,-0.4322126,,
1.54E-02,-0.1036595,,
1.56E-02,0.14,,
1.59E-02,0.484936,,
1.61E-02,0.9549784,,
1.64E-02,-0.3669786,,
1.66E-02,-0.6502551,,
1.68E-02,0.7574891,,
1.71E-02,0.1986808,,
1.73E-02,-0.6910636,,
1.76E-02,-0.3002552,,
1.78E-02,-0.6216593,,
1.81E-02,0.5188934,,
1.83E-02,1.031829,,
1.86E-02,-0.4497871,,
1.88E-02,-0.9505103,,
1.90E-02,-0.7008933,,
1.93E-02,0.1251063,,
1.95E-02,-0.1367234,,
1.98E-02,-0.5906807,,
2.00E-02,-0.1697872,,
2.03E-02,-0.879021,,
2.05E-02,-0.1331489,,
2.08E-02,0.63417,,
2.10E-02,0.3982552,,
2.12E-02,-1.039872,,
2.15E-02,-0.9287656,,
2.17E-02,1.649021,,
2.20E-02,0.7271061,,
2.22E-02,-0.4703403,,
2.25E-02,-1.196553,,
2.27E-02,-1.70E-02,,
2.29E-02,0.8691912,,
2.32E-02,-1.240936,,
2.34E-02,-3.93E-02,,
2.37E-02,-0.6719998,,
2.39E-02,-1.575446,,
2.42E-02,0.5352764,,
2.44E-02,-0.3321275,,
2.47E-02,-0.8599572,,
2.49E-02,0.3675743,,
2.51E-02,-0.7363402,,
2.54E-02,-0.3023403,,
2.56E-02,0.6967232,,
2.59E-02,-0.972255,,
2.61E-02,-0.242468,,
2.64E-02,0.5680423,,
2.66E-02,0.5433189,, 
2.69E-02,0.6005104,,
2.71E-02,-0.4045105,,
2.73E-02,0.5331913,,
2.76E-02,0.7125104,,
2.78E-02,-1.164383,,
2.81E-02,-1.166766,,
2.83E-02,0.3928935,,
2.86E-02,1.64E-02,,
2.88E-02,-1.27251,,
2.91E-02,-1.192383,,
2.93E-02,-5.06E-02,,
2.95E-02,1.355021,,
2.98E-02,1.431276,,
3.00E-02,1.514978,,
3.03E-02,-0.2496169,,
3.05E-02,-1.245404,,
3.08E-02,0.8620422,,
3.10E-02,0.2654042,,
3.13E-02,-0.6657444,,
3.15E-02,0.7357444,,
3.17E-02,1.078893,,
3.20E-02,0.8251061,,
3.22E-02,0.5224679,,
3.25E-02,-0.8992763,,
3.27E-02,-1.873914,,
3.30E-02,-0.5314041,,
3.32E-02,1.742255,,
3.34E-02,1.665999,,
3.37E-02,0.8545954,,
3.39E-02,9.53E-03,,
3.42E-02,-0.7756593,,
3.44E-02,0.5915743,,
3.47E-02,1.251659,,
3.49E-02,0.4497871,,
3.52E-02,0.5933615,,
3.54E-02,-0.5215743,,
3.56E-02,-2.165233,,
3.59E-02,-0.8233188,,
3.61E-02,-0.7565955,,
3.64E-02,0.7422976,,
3.66E-02,2.449701,,
3.69E-02,-1.527787,,
3.71E-02,-0.6049785,,
3.74E-02,1.234978,,
3.76E-02,0.2737446,,
3.78E-02,1.338042,,
3.81E-02,-0.5656593,,
3.83E-02,-1.084255,,
3.86E-02,1.674638,,
3.88E-02,0.5900849,,
3.91E-02,-1.387787,,
3.93E-02,0.4542552,,
3.96E-02,0.5981274,,
3.98E-02,2.35E-02,,
4.00E-02,4.89E-02,,
4.03E-02,-1.531957,,
4.05E-02,-1.246,,
4.08E-02,-0.170085,,
4.10E-02,1.173617,,
4.13E-02,1.931404,,
4.15E-02,-5.72E-02,,
4.17E-02,0.5662551,,
4.20E-02,1.113744,,
4.22E-02,-2.288552,,
4.25E-02,-0.6171913,,
4.27E-02,1.220085,,
4.30E-02,-1.288893,,
4.32E-02,0.6660423,,
4.35E-02,1.120297,,
4.37E-02,-1.156042,,
4.39E-02,-0.5016168,,
4.42E-02,1.024085,,
4.44E-02,0.3231914,,
4.47E-02,-1.316,,
4.49E-02,5.21E-02,,
4.52E-02,-8.31E-02,,
4.54E-02,-6.55E-03,,
4.57E-02,0.1143829,,
4.59E-02,-0.5778722,,
4.61E-02,0.1662127,,
4.64E-02,-0.8143827,,
4.66E-02,-0.172468,,
4.69E-02,-5.42E-02,,
4.71E-02,-0.9317443,,
4.74E-02,-0.6389359,,
4.76E-02,-1.386297,,
4.79E-02,-1.386297,,
4.81E-02,-0.1248085,,
4.83E-02,0.2353191,,
4.86E-02,-4.59E-02,,
4.88E-02,-0.8450635,,
4.91E-02,-1.117021,,
4.93E-02,-1.019915,,
4.96E-02,-0.7831061,,
4.98E-02,-0.4658722,,
5.00E-02,-1.159021,,
5.03E-02,1.172425,,
5.05E-02,0.4986381,,
5.08E-02,-2.025829,,
5.10E-02,-0.4101701,,
5.13E-02,0.7417018,,
5.15E-02,0.9472337,,
5.18E-02,0.3735318,,
5.20E-02,-0.247234,,
5.22E-02,0.400936,,
5.25E-02,-0.4768935,,
5.27E-02,-1.370808,,
5.30E-02,0.2508084,,
5.32E-02,0.4673615,,
5.35E-02,0.2594467,,
5.37E-02,-1.58E-02,,
5.40E-02,-0.6836168,,
5.42E-02,0.1462553,,
5.44E-02,-0.3928935,,
5.47E-02,-0.4855317,,
5.49E-02,0.382468,,
5.52E-02,0.3017446,,
5.54E-02,6.40E-02,,
5.57E-02,0.6142126,,
5.59E-02,1.523319,,
5.62E-02,7.74E-03,,
5.64E-02,-0.7908508,,
5.66E-02,5.96E-03,,
